brand_names,model name,price,score,processor brand,processor type,processor gen,type of core,no of threads,Ram,ram type,storage type,storage capacity,screen size,screen resolution,OS,Warranty
asus,Asus Eeebook 14 E410KA-BV092W ,24850,,Intel,celeron,,2,4.0,4,ram,SSD,256.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo ThinkPad E14 G3 20Y700B5IG ,78500,68.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo IdeaPad Slim 3 82H802XVIN ,37990,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
acer,Acer Chromebook Enterprise Spin 513 R841LT-S6DJ ,47990,,Qualcomm,qualcomm,2.0,8,4.0,4,lpddr4x,Hard Disk,128.0,13.3, 1920 x 1080 ,Chrome ,1.0
dell,Dell Inspiron 3520 D560878WIN9S ,65390,,Intel,i5,12.0,10,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus Vivobook 14 OLED UX3402ZA-KN731WS ,108990,69.0,Intel,i7,12.0,12,16.0,16,lpddr5,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
lenovo,Lenovo Ideapad Slim 3 81WB01FYIN ,33990,,Intel,i3,10.0,2,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
asus,Asus TUF Gaming F15 FX506LHB-HN358W Gaming ,54990,63.0,Intel,i5,10.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
msi,MSI Stealth 17M A12UE Gaming ,149990,73.0,Intel,i7,12.0,14,16.0,16,ddr4,SSD,1024.0,17.3, 1920 x 1080 ,Windows 11 ,2.0
msi,MSI Modern 15 A5M-055IN ,57990,,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
lenovo,Lenovo Thinkpad E14 Gen 2 20TAS0E800 ,77500,67.0,Intel,i5,11.0,4,16.0,16,ddr4,SSD,512.0,14.0, 1080 x 1920 ,Windows 10 ,1.0
lenovo,Lenovo ‎ThinkPad E14 Gen 4 ,74500,,Intel,i5,12.0,10,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Alienware X17 R1 D569936WIN9 Gaming ,312199,79.0,Intel,i9,11.0,8,32.0,32,ddr4,SSD,1024.0,17.3, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo V15 82KBA02UIH ,36990,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
microsoft,Microsoft Surface Pro 9 ‎QCB-00014 ,95449,,Intel,i5,12.0,10,8.0,8,lpddr5,SSD,128.0,13.0, 2880 x 1920 ,Windows 11 ,1.0
microsoft,Microsoft Surface ,178999,,Intel,i7,12.0,10,8.0,8,ram,SSD,256.0,13.5, 2256 x 1504 ,Windows 11 ,1.0
microsoft,Microsoft Surface ,182990,63.0,Intel,i7,12.0,10,16.0,16,ram,SSD,512.0,15.0, 2496 x 1664 ,Windows 11 ,1.0
microsoft,Microsoft Surface ,139999,,Intel,i7,12.0,10,8.0,8,ram,SSD,256.0,15.0, 2496 x 1664 ,Windows 11 ,1.0
microsoft,Microsoft Surface Pro 9 ‎‎QIX-00031 ,192990,,Intel,i7,12.0,10,16.0,16,lpddr5,SSD,512.0,13.0, 2880 x 1920 ,Windows 11 ,1.0
microsoft,Microsoft Surface Pro 9 ‎QIL-00031 ,167999,,Intel,i7,12.0,10,16.0,16,lpddr5,SSD,256.0,13.0, 2880 x 1920 ,Windows 11 ,1.0
dell,Dell Inspiron 14 5415 ,55999,61.0,AMD,ryzen,5.0,6,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
acer,Acer Extensa EX215-31 ,24990,,Intel,pentium,,4,8.0,8,ddr4,SSD,256.0,15.6, 1366 x 768 ,Windows 11 ,1.0
lenovo,Lenovo Ideapad Slim 3 81WE01QSIN ,29990,,Intel,i3,10.0,2,4.0,4,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus Vivobook 15 K513EA-L703WS ,67999,,Intel,i7,11.0,4,8.0,8,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
acer,Acer Aspire 3 A315-58 ,49999,60.0,Intel,i5,11.0,4,12.0,12,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo ThinkBook 14s Yoga 20WEA01CIN ,104900,73.0,Intel,i5,11.0,4,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
acer,Acer Swift 3 SF314-43 ,61500,65.0,AMD,ryzen,5.0,6,8.0,8,lpddr4x,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Inspiron 5415 ,89976,62.0,AMD,ryzen,5.0,8,16.0,16,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell XPS 9315 ,185800,,Intel,i7,12.0,10,16.0,16,lpddr5,SSD,1024.0,13.4, 1920 x 1080 ,Windows 11 ,1.0
asus,Asus VivoBook 14 X415MA-BV102WS ,27990,,Intel,pentium,,4,8.0,8,ddr4,SSD,256.0,14.1, 1366 x 768 ,Windows 11 ,1.0
asus,Asus VivoBook 15 2022 X515JA-EJ592WS ,44990,,Intel,i5,10.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell G15-5520 D560895WIN9S ,123990,80.0,Intel,i7,12.0,10,16.0,16,ddr5,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
acer,Acer One 14 Z2-493 UN.431SI.129 ,39999,,AMD,ryzen,3.0,2,8.0,8,ddr4,Hard Disk,1024.0,14.0, 1366 x 768 ,Windows 11 ,1.0
asus,Asus VivoBook 15 X515JA-EJ392WS ,33690,,Intel,i3,10.0,2,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo V15 82C3002VGE ,23999,,Intel,celeron,,2,4.0,4,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo Thinkpad T15P Gen 2  ,245000,74.0,Intel,i7,11.0,8,32.0,32,ram,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell Vostro 3425 D552267WIN9S ,61088,63.0,AMD,ryzen,5.0,6,16.0,16,ram,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell G15-5525 D560898WIN9S Gaming ,158990,76.0,AMD,ryzen,6.0,8,16.0,16,ddr5,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell G15-5525 Gaming ,146990,76.0,AMD,ryzen,6.0,8,16.0,16,ddr5,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell G15-5525 D560894WIN9S Gaming ,127990,78.0,AMD,ryzen,6.0,8,16.0,16,ddr5,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
acer,Acer Aspire 5 A515-57 Gaming ,47990,,Intel,i3,12.0,6,8.0,8,ram,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
acer,Acer Aspire 3 A315-58 NX.ADDSI.011 ,37990,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo ThinkPad X1 Carbon 21CB002JIG ,211990,,Intel,i7,12.0,10,16.0,16,ram,SSD,1024.0,14.0, 1920 x 1200 ,Windows 11 ,1.0
asus,Asus Vivobook 14 OLED X1405ZA-KM511WS ,69990,61.0,Intel,i5,12.0,10,16.0,16,lpddr4,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
dell,Dell Alienware M15 R6 Gaming ,200000,79.0,Intel,i7,11.0,8,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo Legion 5 82B500EEIN Gaming ,141000,78.0,AMD,ryzen,4.0,8,8.0,8,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,
lenovo,Lenovo IdeaPad Gaming 3 82K101E1IN ,55000,62.0,Intel,i5,11.0,4,8.0,8,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
lenovo,Lenovo Thinkbook 15 21DJA04PIH ,91490,63.0,Intel,i7,12.0,10,16.0,16,ddr4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo V15 82C500XHIH ,47115,,Intel,i5,10.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,
agb,AGB Octev VR-1818 Gaming ,70000,66.0,Intel,i7,11.0,4,32.0,32,ddr4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
dell,Dell XPS 13 Plus ,195190,74.0,Intel,i7,12.0,12,16.0,16,lpddr5,SSD,1024.0,13.4, 3840 x 2400 ,Windows 11 ,1.0
asus,Asus E410KA-BV002W ,24500,,Intel,celeron,,2,4.0,4,ram,SSD,256.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell XPS 9315 ,133500,,Intel,i5,12.0,10,16.0,16,lpddr5,SSD,512.0,13.4, 1920 x 1080 ,Windows 11 ,1.0
msi,MSI Creator Pro Z17 A12UMST-237IN Gaming ,444990,,Intel,i7,12.0,14,32.0,32,ddr4,SSD,1024.0,16.0, 2560 x 1600 ,Windows 11 ,3.0
asus,Asus Vivobook S15 OLED S3502ZA-L701WS ,87500,73.0,Intel,i7,12.0,14,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
msi,MSI Creator Z16P B12UKST-209IN Gaming ,395000,,Intel,i9,12.0,14,64.0,64,ddr5,SSD,2048.0,17.3, 2560 x 1600 ,Windows 11 ,2.0
acer,Acer Aspire 3 UN.HVTSI.012 ,29990,,AMD,ryzen,3.0,2,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo Yoga 6 82UD0069IN ,78990,69.0,AMD,ryzen,5.0,6,16.0,16,lpddr4x,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,3.0
msi,MSI Creator Pro M16 A12UJS-601IN Gaming ,196990,,Intel,i7,12.0,14,32.0,32,ddr4,SSD,1024.0,16.0, 2560 x 1600 ,Windows 11 ,3.0
chuwi,Chuwi Gemibook Pro ,27489,,Intel,celeron,,4,8.0,8,lpddr4x,SSD,256.0,14.0, 2160 x 1440 ,Windows 11 ,1.0
hp,HP Omen 16-n0051AX Gaming ,160018,81.0,AMD,ryzen,6.0,8,32.0,32,ddr5,SSD,1024.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Omen 16-k0370TX Gaming ,180880,85.0,Intel,i7,12.0,14,16.0,16,ddr5,SSD,1024.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo Ideapad Flex 5 82R70068IN ,75990,62.0,Intel,i5,12.0,10,8.0,8,lpddr4x,SSD,512.0,14.0, 1920 x 1200 ,Windows 11 ,1.0
hp,HP Omen 16-n0054AX Gaming ,139680,74.0,AMD,ryzen,6.0,8,16.0,16,ddr5,SSD,1024.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo Thinkbook 15 21DJA04LIH ,67490,60.0,Intel,i5,12.0,10,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell XPS 9315 ,129990,,Intel,i7,12.0,10,16.0,16,lpddr5,SSD,512.0,13.4, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Omen 16-n0049AX Gaming ,116180,66.0,AMD,ryzen,6.0,8,16.0,16,ddr4,SSD,512.0,16.0, 1920 x 1080 ,Windows 11 ,1.0
hp,HP Omen 16-n0050AX Gaming ,99800,66.0,AMD,ryzen,6.0,8,16.0,16,ddr4,SSD,512.0,16.0, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo V14 Gen 2 ITL 82KAA001IH ,49999,,Intel,i5,11.0,4,8.0,8,ddr4,Hard Disk,1024.0,14.0, 1920 x 1080 ,DOS,1.0
lenovo,Lenovo ThinkBook 13s Gen 2 20V9A03QIH ,69990,,Intel,i5,11.0,4,8.0,8,lpddr4,SSD,512.0,13.0, 1920 x 1200 ,Windows 10 ,1.0
dell,Dell Vostro 15 3500 2022 ,67999,,Intel,i5,11.0,,8.0,8,ddr4,SSD,512.0,,,Windows 11 ,1.0
lenovo,Lenovo Thinkpad E14 Gen 21E3S05800 ,102490,66.0,Intel,i7,12.0,10,16.0,16,ddr4,SSD,1024.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo Yoga 9 82LU008TIN ,179990,69.0,Intel,i7,12.0,14,16.0,16,lpddr5,SSD,1024.0,14.0, 3840 x 2160 ,Windows 11 ,1.0
dell,Dell Vostro 3510 2022 ,49850,,Intel,i3,11.0,2,16.0,16,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
lenovo,Lenovo Yoga 7 Flip 82QE0060IN,111990,69.0,Intel,i7,12.0,12,16.0,16,lpddr5,SSD,512.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
fujitsu,Fujitsu UH-X 4ZR1K06212 ,99990,68.0,Intel,i7,12.0,10,16.0,16,ram,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,2.0
gigabyte,Gigabyte G5 RC45MD ,74990,71.0,Intel,i5,11.0,6,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
gigabyte,Gigabyte G5 RC45GD ,68990,71.0,Intel,i5,11.0,6,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
gigabyte,Gigabyte G5 RC45KD ,87800,72.0,Intel,i5,11.0,6,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
lenovo,Lenovo Thinkpad E14 20TAS13R00 ,89149,62.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,14.1, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Latitude 3520 ,38850,,Intel,i3,11.0,2,8.0,8,ram,SSD,256.0,15.6, 1366 x 768 ,Ubuntu ,1.0
honor,Honor MagicBook X15 BohrBR-WAH9F ,67818,,Intel,i5,10.0,4,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 10 ,
lenovo,Lenovo ThinkBook 14 20VDA0QTIH ,60100,,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,DOS,1.0
hp,HP ProBook 450 G8 4Y7G3PA ,48500,61.0,Intel,i3,11.0,2,8.0,8,ddr4,SSD,256.0,15.6, 1366 x 768 ,Windows 10 ,3.0
dell,Dell Vostro 3510 2022 ,53100,,Intel,i3,11.0,2,16.0,16,ddr4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
lenovo,Lenovo Ideapad Flex 5 82HS015PIN ,62500,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
acer,Acer TravelMate TMB311-31 ,24990,,Intel,celeron,,4,4.0,4,ddr4,SSD,128.0,11.6, 1366 x 768 ,Windows 11 ,1.0
lenovo,Lenovo ThinkPad E15 20TDS0T900 ,44990,,Intel,i3,11.0,2,8.0,8,ddr4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
fujitsu,Fujitsu UH-X 4ZR1J37875 ,89990,68.0,Intel,i5,12.0,10,16.0,16,lpddr4x,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,2.0
dell,Dell Vostro 3510 2022 ,49800,,Intel,i3,11.0,2,16.0,16,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
fujitsu,Fujitsu UH-X 4ZR1J37876 ,99990,69.0,Intel,i7,12.0,10,16.0,16,lpddr4x,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,2.0
lenovo,Lenovo ThinkPad E15 20TDS0TA00 ,71300,60.0,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
dell,Dell Vostro 5320 ,78990,,Intel,i5,12.0,12,16.0,16,lpddr5,SSD,512.0,13.3, 2560 x 1600 ,Windows 11 ,1.0
lenovo,Lenovo V15 Gen 2 ITL 82KB00JKIH ,57900,,Intel,i5,11.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
lenovo,Lenovo ThinkPad E14 20RAS0LY00 ,42500,,Intel,i3,10.0,2,4.0,4,ddr4,SSD,256.0,14.0, 1920 x 1080 ,DOS,1.0
dell,Dell XPS 13 Plus ,171000,69.0,Intel,i5,12.0,12,16.0,16,lpddr5,SSD,512.0,13.4, 3840 x 2400 ,Windows 11 ,1.0
acer,Acer Aspire 3 A315-23 ,51500,,AMD,ryzen,3.0,4,8.0,8,ddr4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
