,model,price,score,processor,no of cores,storage,ram,display,os,warranty
584,Lenovo IdeaPad Gaming 3 82K101EEIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹64,990",63,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
585,Asus VivoBook Ultra X415JA-EB531WS Laptop (10th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹49,490",61,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",512 GB SSD,16 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
586,HP Pavilion 14s-fy1005AU Laptop (Ryzen 7 5700U/ 16GB/ 512GB SSD/ Win11 Home),"₹61,499",62,5th Gen AMD Ryzen 7  5700U,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
587,HP Pavilion 14s- fy1003AU Laptop (Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),"₹50,499",61,5th Gen AMD Ryzen 5  5500U ,"Hexa Core, 12 Threads",512 GB SSD,16 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
588,Dell Vostro 5620 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹69,160",,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",512 GB SSD,8 GB DDR4 RAM,"16 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
589,HP Victus 16-E0301Ax Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹66,490",72,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",512 GB SSD,8 GB DDR4 RAM,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
590,Dell Alienware x14 Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11/ 4GB Graph),"₹1,69,990",76,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",512 GB SSD,16 GB LPDDR5 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
591,LG Gram 14 14Z90Q-G.AH75A2 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹93,490",71,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",512 GB SSD,16 GB LPDDR5 RAM,"14 inches, 1200 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
592,Asus TUF Gaming A15 FA506ICB-HN075W Laptop (Ryzen 7 4800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹77,990",68,4th Gen AMD Ryzen 7  4800H,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1080 x 1920 pixels",Windows 11 OS,1 Year Warranty
593,LG Gram 17Z90Q-G.AH78A2 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,19,990",74,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",1 TB SSD,16 GB LPDDR5 RAM,"17 inches, 1600 x 2560 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
594,Dell G15-5525 Gaming Laptop (Ryzen 5 6600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹74,990",65,6th Gen AMD Ryzen 5  6600H,"Hexa Core, 12 Threads",512 GB SSD,16 GB DDR5 RAM,"15.6 inches, 1920 x 1080 pixels",Windows OS,1 Year Warranty
595,HP Spectre x360 13-ef0053TU Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,28,249",74,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,16 GB LPDDR4x RAM,"13.5 inches, 3000 x 2000 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
596,HP Victus 16-e1060AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹99,990",78,6th Gen AMD Ryzen 5  6800H ,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR5 RAM,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
597,Acer Nitro 5 AN515-57 UN.QEHSI.004 Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),"₹62,999",74,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",1 TB Hard Disk,8 GB DDR4 RAM,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
598,Acer TravelMate TMP214-53 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹45,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
599,Acer TravelMate TMP214-53 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹51,990",63,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
600,Lenovo IdeaPad Gaming 3 82K101B7IN Laptop (11th Gen Core i5/ 16GB/ 1TB 256GB SSD/ Win11 Home/ 4GB Graph),"₹68,990",72,11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",1 TB Hard Disk,16 GB DDR4 RAM,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
601,Acer Nitro 5 AN515-45 NH.QBCSI.00F Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 1TB 512GB SSD/ Win11 Home/ 6GB Graph),"₹99,990",79,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",1 TB Hard Disk,16 GB DDR4 RAM,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS
602,Asus Vivobook S15 OLED S3502ZA-L702WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹85,500",63,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
603,Dell Inspiron 7620 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹88,490",61,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,16 GB DDR4 RAM,"16 inches, 1920 x 1200 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
604,Lenovo ThinkBook 15 21A4A09SIH Laptop (AMD Ryzen 3 5300U/ 8GB/ 256GB SSD/ Win11),"₹39,500",,5th Gen AMD Ryzen 3 5300U,"Quad Core, 8 Threads",256 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
605,Asus TUF Dash F15 2022 FX517ZC-HN107WS Gaming Laptop (12th Gen Core i7/ 16GB/512GB SSD/ Win11 Home/ 4GB Graph),"₹91,500",68,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",512 GB SSD,16 GB DDR5 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
606,Asus TUF Dash F15 2022 FX517ZR-HQ030WS Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 Home/ 8GB Graph),"₹1,49,400",74,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",1 TB SSD,16 GB DDR5 RAM,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
607,Acer Aspire 5 A515-56 UN.A1ESI.022 (11th Gen Core i5/ 12GB/ 512GB HDD/ Win11),"₹46,990",,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
608,Infinix INBook X1 Slim XL21 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),"₹37,990",,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",512 GB SSD,8 GB LPDDR4X RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
609,Asus TUF Gaming F15 FX507ZM-HF068WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,18,990",76,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",1 TB SSD,16 GB DDR5 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
610,Dell XPS 15 9520 Laptop (12th Gen Core i7 / 32GB/ 1TB SSD/ Win11/ 4GB Graph),"₹2,45,000",,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",1 TB SSD,32 GB DDR5 RAM,"15.6 inches, 3840 x 2160 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
611,Dell Vostro 3515 Laptop (Ryzen 3 3250U/ 8GB/ 256GB SSD/ Win11),"₹38,890",,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",256 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
612,Asus TUF Gaming A17 FA777RC-HX027WS Laptop (Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹88,990",67,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR4 RAM,"17.3 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
613,Asus Vivobook 15 Touch X515EA-EZ501WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹51,990",62,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
614,Lenovo ThinkBook 15 21A4A09RIH Laptop (AMD Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11),"₹53,990",66,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
615,MSI Sword 15 A12UC-467IN Gaming Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹90,256",67,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",1 TB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
616,MSI Thin GF63 11UC-851IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹64,250",71,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,2 Year Warranty
617,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 256GB SSD/ macOS),"₹1,16,990",,Apple M2 Apple M2 Chip,Octa Core,256 GB SSD,8 GB  RAM,"13.3 inches, 2560 x 1600 pixels",Mac OS,1 Year Warranty
618,Acer Predator Helios 300 NH.QC2SI.00B Laptop (11th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,19,409",78,11th Gen Intel Core i9 11900H,"Octa Core, 16 Threads",1 TB SSD,16 GB DDR4 RAM,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
619,HP Envy x360 13-ay1059AU Laptop (Ryzen 5 5600U/ 8GB/ 512GB SSD/ Win11 Home),"₹77,990",65,5th Gen AMD Ryzen 5 5600U,"Hexa Core, 12 Threads",512 GB SSD,8 GB DDR4 RAM,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
620,HP Pavilion 15s-FQ5009TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹60,700",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
621,Samsung Galaxy Book2 15 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹69,990",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,16 GB LPDDR4X RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
622,Asus X515EA-BQ522WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹53,500",61,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
623,Asus Strix G15 G513RM-HQ271WS Gaming Laptop (Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹1,24,990",82,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",1 TB SSD,16 GB DDR5 RAM,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,1 Year Warranty
624,Lenovo IdeaPad Gaming 3 81Y401ARIN Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win10 Home/ 4GB Graph),"₹63,990",67,10th Gen Intel Core i5 10300H,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
625,Asus Vivobook S15 OLED K3502ZA-L701WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹84,700",71,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
626,Asus Zenbook 14X OLED Space Edition UX5401ZAS-KN901WS Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11),"₹1,59,990",78,12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",1 TB SSD,32 GB LPDDR5 RAM,"14 inches, 2880 x 1800 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
627,Asus TUF Gaming A15 FA506IC-HN075W Laptop (Ryzen 7 4800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹86,890",,4th Gen AMD Ryzen 7  4800H,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1080 x 1920 pixels",Windows 11 OS,1 Year Warranty
628,Fujitsu CH 4ZR1H03553 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹54,990",63,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",512 GB SSD,16 GB DDR4 RAM,"13.3 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
629,Dell G15-5511 Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹67,990",67,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
630,HP Pavilion 14-EC1019AU Laptop (Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win11 Home),"₹63,990",60,5th Gen AMD Ryzen 5  5625U,"Hexa Core, 12 Threads",512 GB SSD,16 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
631,Asus VivoBook 14 X415JA-EB501WS Laptop (10th Gen Core i5/ 8GB/ 1TB HDD/ Win11),"₹41,990",,10th Gen Intel Core i5 1035G1 ,"Quad Core, 8 Threads",1 TB Hard Disk,8 GB DDR4  RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
632,HP Pavilion 14-EC1008AU Laptop (Ryzen 7 5825U/ 16GB/ 512GB SSD/ Win11 Home),"₹77,200",,5th Gen AMD Ryzen 7  5825U,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
633,HP 15s-du3519TX Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 2GB Graph),"₹59,490",62,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
634,Asus BR1100FKA-BP1104W Laptop (Celeron N4500/ 4GB/ 128GB SSD/ Win11 Home),"₹29,250",,Intel Celeron  N4500,Dual Core,128 GB SSD,4 GB DDR4 RAM,"11.6 inches, 1366 x 768 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
635,Acer Nitro AN515-57 NH.QEHSI.001 Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹57,513",65,11th Gen Intel Core i5 11400H,"Hexa Core, 12 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
636,HP 14-ed0007qu Laptop (Snapdragon 7c Gen 2/ 8GB/ 128GB eMMC/ Win11 Home),"₹34,500",,Qualcomm Snapdragon 7c Gen 2,Octa Core,Qualcomm Adreno 618 ,8 GB LPDDR4X RAM,Windows 11  OS,1 Year Warranty,Backlit Keyboard
637,Asus VivoBook 15 X515JA-BQ511WS Laptop (10th Gen Core i5/ 8GB/ 256GB SSD/ Win11),"₹41,999",,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",256 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
638,HP Elitebook 830 G6 Laptop (8th Gen Core i7/ 16GB/ 1TB SSD/ Win10 Pro),"₹1,65,999",74,8th Gen Intel Core i7 8565U,"Quad Core, 8 Threads",1 TB SSD,16 GB DDR4 RAM,"13.3 inches, 1920 x 1080 pixels",Windows 10 OS,2 USB 3.0 Ports
639,Dell Latitude 3420 Laptop (11th Gen Core i5/ 8GB/ 1TB 256GB SSD/ Win10 Pro),"₹80,100",63,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",1 TB Hard Disk,8 GB DDR4 RAM,Intel UHD Graphics,"14 inches, 1366 x 768 pixels",Windows 10  OS
640,Lenovo IdeaPad Flex 5 14ITL05 82HS00W6IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹58,490",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11  OS,1 Year Warranty
641,Asus TUF Gaming F15 FX577ZE-HN056W Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹98,400",74,12th Gen Intel Core i7 12700H ,"Octa Core, 20 Threads",512 GB SSD,16 GB DDR5 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
642,Dell Vostro 3510 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹43,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
643,Lenovo ThinkPad E14 20T6S0XE00 Laptop (Ryzen 3 4300U/ 4GB/ 256GB SSD/ Win10),"₹45,000",,ThinkPad Reliability tested on 12 MIL-STD-810H Methods and 22 Procedures,Body Material: Aluminium (Top),Processor: AMD Ryzen 3 4300U processor,Built to withstand rugged usage and can handle accidental knocks,Storage: 256GB SSD M.2,Operating System: Pre-loaded Windows 10 Home SL with lifetime Validity,"Display: 14"" (1920 x 1080) FHD IPS Antiglare 250nits 170° Viewing Angle"
644,HP Pavilion 15-eh2024AU Laptop (Ryzen 5 5625U/ 16GB/ 512GB SSD/ Win11 Home),"₹62,510",,5th Gen AMD Ryzen 5  5625U,"Hexa Core, 12 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
645,Lenovo IdeaPad Gaming 3 82K200X3IN Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹73,990",68,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
646,Dell G15-5515 Gaming Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹71,990",66,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
647,Asus VivoBook 14 M415DA-EB512WS Laptop (Ryzen 7 3700U/ 16GB/ 512GB SSD/ Win11 Home),"₹47,990",62,AMD Ryzen 7  3700U,"Quad Core, 8 Threads",512 GB SSD,16 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
648,Lenovo IdeaPad 15ITL05 81X800J3IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹39,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
649,Asus M515DA-BQ512WS Laptop (Ryzen 3 3250U/ 8GB/ 512GB SSD/ Win11 Home),"₹46,520",,3rd Gen AMD Ryzen 5 3500U,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
650,Asus M515DA-BR322WS Laptop (Ryzen 3 3250U/ 8GB/ 256GB SSD/ Win11 Home),"₹32,890",,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",256 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
651,Asus TUF Gaming F15 FX506LH-HN258WS Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹58,000",66,10th Gen Intel Core i5 10300H,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
652,HP 240 G8 Laptop (11th Gen Core i5/ 8GB/ 512 GB SSD/ Windows 10 Pro),"₹60,618",,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1366 x 768 pixels",Windows 10 OS,1 Year Warranty
653,Asus E410KA-BV001W Laptop (Celeron N4500/ 4GB/ 256GB SSD/ Win11 Home),"₹23,699",,Intel Celeron N4500 N4500,"Dual Core, 2 Threads",256 GB SSD,4 GB  RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
654,Lenovo IdeaPad 3 15ITL6 82H802FJIN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹41,279",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
655,Asus TUF Gaming F15 FX506LH-HN310W Laptop (10th Gen Core i5/ 8GB/ 1TB SSD/ Win11/ 4GB Graph),"₹63,990",,10th Gen Intel Core i5 10300H ,"Quad Core, 8 Threads",1 TB SSD,8 GB  RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
656,HP 14s-dq2606tu Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win10 Home),"₹45,600",60,11th Gen Intel Core i3 1135G7,"Quad Core, 8 Threads",512 GB SSD,8 GB DDR4 RAM,"14 inches, 1920 x 1080 pixels",Windows 10 OS,1 Year Warranty
657,Lenovo IdeaPad 3 81WB018YIN Laptop (10th Gen Core i3/ 8GB/ 1TB HDD/ Win11 Home),"₹31,990",,10th Gen Intel Core i3 10110U ,"Dual Core, 4 Threads",1 TB Hard Disk,8 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
658,Asus X415EA-EB502WS Laptop (11th Gen Core i5/ 8GB/ 256GB SSD/ Win11),"₹45,990",,Intel Core i5 1135G7 ,"Quad Core, 8 Threads",512 GB SSD,8 GB  RAM,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
659,HP 250 G8 5T9P8PA Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹41,999",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",512 GB SSD,8 GB DDR4 RAM,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
660,Samsung Galaxy Book2 360 13 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹94,990",67,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",512 GB SSD,16 GB  RAM,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
661,Samsung Galaxy Book2 Pro 13 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹93,990",69,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",512 GB SSD,16 GB LPDDR5 RAM,"13.3 inches, 1080 x 1920 pixels",Windows 11 OS,1 Year Warranty
662,Samsung Galaxy Book2 360 13 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹1,03,990",68,12th Gen Intel Core i7 1255U ,"Octa Core, 12 Threads",512 GB SSD,16 GB  RAM,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
663,Samsung Galaxy Book2 Pro 15 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,19,990",69,12th Gen Intel Core i7 1260P ,"Octa Core, 16 Threads",512 GB SSD,16 GB LPDDR5 RAM,"15.6 inches, 1080 x 1920 pixels",Windows 11 OS,1 Year Warranty
664,Asus ROG Strix G15 2022 G513RC-HN084WS Gaming Laptop (Ryzen 7 6800H/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹1,07,990",75,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",1 TB SSD,16 GB DDR5 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
665,Asus VivoBook K15 OLED KM513UA-L511WS Laptop (Ryzen 5 5500U/ 16GB/ 512GB SSD/ Win11 Home),"₹58,990",61,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",512 GB SSD,16 GB DDR4 RAM,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
666,Dell Vostro 3510 Laptop (10th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11 Home),"₹42,490",61,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",1 TB Hard Disk,8 GB DDR4 RAM,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS
