,brand_names,model name,price,score,processor brand,processor type,processor gen,type of core,no of threads,Ram,ram type,storage type,storage capacity,screen size,screen resolution,OS,Warranty
592,asus,Asus TUF Gaming A15 FA506ICB-HN075W ,77990,68.0,AMD,ryzen,4.0,8,16.0,16 ,DDR4,SSD,512.0,15.6, 1080 x 1920 ,Windows 11 ,1.0
593,lg,LG Gram 17Z90Q-G.AH78A2 ,119990,74.0,Intel,i7,12.0,12,16.0,16 ,LPDDR5,SSD,1024.0,17.0, 1600 x 2560 ,Windows 11 ,1.0
594,dell,Dell G15-5525 Gaming ,74990,65.0,AMD,ryzen,6.0,6,16.0,16 ,DDR5,SSD,512.0,15.6, 1920 x 1080 ,Windows ,1.0
595,hp,HP Spectre x360 13-ef0053TU ,128249,74.0,Intel,i7,12.0,10,16.0,16 ,LPDDR4x,SSD,512.0,13.5, 3000 x 2000 ,Windows 11 ,1.0
596,hp,HP Victus 16-e1060AX Gaming ,99990,78.0,AMD,ryzen,6.0,8,16.0,16 ,DDR5,SSD,512.0,16.1, 1920 x 1080 ,Windows 11 ,1.0
597,acer,Acer Nitro 5 AN515-57 UN.QEHSI.004 ,62999,74.0,Intel,i5,11.0,6,8.0,8 ,DDR4,Hard Disk,1024.0,,,Windows 11 ,
598,acer,Acer TravelMate TMP214-53 ,45990,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
599,acer,Acer TravelMate TMP214-53 ,51990,63.0,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
600,lenovo,Lenovo IdeaPad Gaming 3 82K101B7IN ,68990,72.0,Intel,i5,11.0,4,16.0,16 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
601,acer,Acer Nitro 5 AN515-45 NH.QBCSI.00F Gaming ,99990,79.0,AMD,ryzen,5.0,6,16.0,16 ,DDR4,Hard Disk,1024.0,15.6, 2560 x 1440 ,Windows 11 ,
602,asus,Asus Vivobook S15 OLED S3502ZA-L702WS ,85500,63.0,Intel,i7,12.0,14,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
603,dell,Dell Inspiron 7620 ,88490,61.0,Intel,i5,12.0,10,16.0,16 ,DDR4,SSD,512.0,16.0, 1920 x 1200 ,Windows 11 ,1.0
604,lenovo,Lenovo ThinkBook 15 21A4A09SIH ,39500,,AMD,ryzen,5.0,4,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
605,asus,Asus TUF Dash F15 2022 FX517ZC-HN107WS Gaming ,91500,68.0,Intel,i7,12.0,10,16.0,16 ,DDR5,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
606,asus,Asus TUF Dash F15 2022 FX517ZR-HQ030WS Gaming ,149400,74.0,Intel,i7,12.0,10,16.0,16 ,DDR5,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,1.0
607,acer,Acer Aspire 5 A515-56 UN.A1ESI.022,46990,,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
608,infinix,Infinix INBook X1 Slim XL21 ,37990,,Intel,i5,10.0,4,8.0,8 ,LPDDR4X,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
609,asus,Asus TUF Gaming F15 FX507ZM-HF068WS ,118990,76.0,Intel,i7,12.0,14,16.0,16 ,DDR5,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
610,dell,Dell XPS 15 9520 ,245000,,Intel,i7,12.0,14,32.0,32 ,DDR5,SSD,1024.0,15.6, 3840 x 2160 ,Windows 11 ,1.0
611,dell,Dell Vostro 3515 ,38890,,AMD,ryzen,3.0,2,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
612,asus,Asus TUF Gaming A17 FA777RC-HX027WS ,88990,67.0,AMD,ryzen,6.0,8,16.0,16 ,DDR4,SSD,512.0,17.3, 1920 x 1080 ,Windows 10 ,1.0
613,asus,Asus Vivobook 15 Touch X515EA-EZ501WS ,51990,62.0,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
614,lenovo,Lenovo ThinkBook 15 21A4A09RIH ,53990,66.0,AMD,ryzen,5.0,6,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
615,msi,MSI Sword 15 A12UC-467IN Gaming ,90256,67.0,Intel,i5,12.0,12,16.0,16 ,DDR4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,2.0
616,msi,MSI Thin GF63 11UC-851IN Gaming ,64250,71.0,Intel,i5,11.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,2.0
617,apple,Apple MacBook Pro 2022 ,116990,,Apple,m2,,8,8.0,8 ,RAM,SSD,256.0,13.3, 2560 x 1600 ,Mac ,1.0
618,acer,Acer Predator Helios 300 NH.QC2SI.00B ,119409,78.0,Intel,i9,11.0,8,16.0,16 ,DDR4,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,1.0
619,hp,HP Envy x360 13-ay1059AU ,77990,65.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,1.0
620,hp,HP Pavilion 15s-FQ5009TU ,60700,,Intel,i5,12.0,10,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
621,samsung,Samsung Galaxy Book2 15 ,69990,,Intel,i5,12.0,10,16.0,16 ,LPDDR4X,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
622,asus,Asus X515EA-BQ522WS ,53500,61.0,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
623,asus,Asus Strix G15 G513RM-HQ271WS Gaming ,124990,82.0,AMD,ryzen,6.0,8,16.0,16 ,DDR5,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,1.0
624,lenovo,Lenovo IdeaPad Gaming 3 81Y401ARIN Gaming ,63990,67.0,Intel,i5,10.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
625,asus,Asus Vivobook S15 OLED K3502ZA-L701WS ,84700,71.0,Intel,i7,12.0,14,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
626,asus,Asus Zenbook 14X OLED Space Edition UX5401ZAS-KN901WS ,159990,78.0,Intel,i9,12.0,14,32.0,32 ,LPDDR5,SSD,1024.0,14.0, 2880 x 1800 ,Windows 11 ,1.0
627,asus,Asus TUF Gaming A15 FA506IC-HN075W ,86890,,AMD,ryzen,4.0,8,16.0,16 ,DDR4,SSD,512.0,15.6, 1080 x 1920 ,Windows 11 ,1.0
628,fujitsu,Fujitsu CH 4ZR1H03553 ,54990,63.0,Intel,i5,11.0,4,16.0,16 ,DDR4,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,1.0
629,dell,Dell G15-5511 Gaming ,67990,67.0,Intel,i5,11.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
630,hp,HP Pavilion 14-EC1019AU ,63990,60.0,AMD,ryzen,5.0,6,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
631,asus,Asus VivoBook 14 X415JA-EB501WS ,41990,,Intel,i5,10.0,4,8.0,8 ,DDR4,Hard Disk,1024.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
632,hp,HP Pavilion 14-EC1008AU ,77200,,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
633,hp,HP 15s-du3519TX ,59490,62.0,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
634,asus,Asus BR1100FKA-BP1104W ,29250,,Intel,celeron,,2,4.0,4 ,DDR4,SSD,128.0,11.6, 1366 x 768 ,Windows 11 ,1.0
635,acer,Acer Nitro AN515-57 NH.QEHSI.001 Gaming ,57513,65.0,Intel,i5,11.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
637,asus,Asus VivoBook 15 X515JA-BQ511WS ,41999,,Intel,i5,10.0,4,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
638,hp,HP Elitebook 830 G6 ,165999,74.0,Intel,i7,8.0,4,16.0,16 ,DDR4,SSD,1024.0,13.3, 1920 x 1080 ,Windows 10 ,
639,dell,Dell Latitude 3420 ,80100,63.0,Intel,i5,11.0,4,8.0,8 ,DDR4,Hard Disk,1024.0,,,Windows 10 ,
640,lenovo,Lenovo IdeaPad Flex 5 14ITL05 82HS00W6IN ,58490,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
641,asus,Asus TUF Gaming F15 FX577ZE-HN056W ,98400,74.0,Intel,i7,12.0,8,16.0,16 ,DDR5,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
642,dell,Dell Vostro 3510 ,43990,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
644,hp,HP Pavilion 15-eh2024AU ,62510,,AMD,ryzen,5.0,6,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
645,lenovo,Lenovo IdeaPad Gaming 3 82K200X3IN ,73990,68.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
646,dell,Dell G15-5515 Gaming ,71990,66.0,AMD,ryzen,5.0,6,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
647,asus,Asus VivoBook 14 M415DA-EB512WS ,47990,62.0,AMD,ryzen,,4,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
648,lenovo,Lenovo IdeaPad 15ITL05 81X800J3IN ,39990,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
649,asus,Asus M515DA-BQ512WS ,46520,,AMD,ryzen,3.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
650,asus,Asus M515DA-BR322WS ,32890,,AMD,ryzen,3.0,2,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
651,asus,Asus TUF Gaming F15 FX506LH-HN258WS Gaming ,58000,66.0,Intel,i5,10.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
652,hp,HP 240 G8 ,60618,,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,14.0, 1366 x 768 ,Windows 10 ,1.0
653,asus,Asus E410KA-BV001W ,23699,,Intel,celeron,,2,4.0,4 ,RAM,SSD,256.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
654,lenovo,Lenovo IdeaPad 3 15ITL6 82H802FJIN ,41279,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
655,asus,Asus TUF Gaming F15 FX506LH-HN310W ,63990,,Intel,i5,10.0,4,8.0,8 ,RAM,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
656,hp,HP 14s-dq2606tu ,45600,60.0,Intel,i3,11.0,4,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
657,lenovo,Lenovo IdeaPad 3 81WB018YIN ,31990,,Intel,i3,10.0,2,8.0,8 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
658,asus,Asus X415EA-EB502WS ,45990,,Intel,i5,,4,8.0,8 ,RAM,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
659,hp,HP 250 G8 5T9P8PA ,41999,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,15.6, 1366 x 768 ,Windows 11 ,1.0
660,samsung,Samsung Galaxy Book2 360 13 ,94990,67.0,Intel,i5,12.0,10,16.0,16 ,RAM,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,1.0
661,samsung,Samsung Galaxy Book2 Pro 13 ,93990,69.0,Intel,i5,12.0,12,16.0,16 ,LPDDR5,SSD,512.0,13.3, 1080 x 1920 ,Windows 11 ,1.0
662,samsung,Samsung Galaxy Book2 360 13 ,103990,68.0,Intel,i7,12.0,8,16.0,16 ,RAM,SSD,512.0,13.3, 1920 x 1080 ,Windows 11 ,1.0
663,samsung,Samsung Galaxy Book2 Pro 15 ,119990,69.0,Intel,i7,12.0,8,16.0,16 ,LPDDR5,SSD,512.0,15.6, 1080 x 1920 ,Windows 11 ,1.0
664,asus,Asus ROG Strix G15 2022 G513RC-HN084WS Gaming ,107990,75.0,AMD,ryzen,6.0,8,16.0,16 ,DDR5,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
665,asus,Asus VivoBook K15 OLED KM513UA-L511WS ,58990,61.0,AMD,ryzen,5.0,6,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
666,dell,Dell Vostro 3510 ,42490,61.0,Intel,i3,10.0,2,8.0,8 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 11 ,
667,asus,Asus EeeBook E210MA-GJ012W ,18990,,Intel,celeron,,2,4.0,4 ,DDR4,Hard Disk,,,,Windows 11 ,
668,lenovo,Lenovo IdeaPad Flex 5 82HS018XIN ,85500,66.0,Intel,i7,11.0,4,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
669,asus,Asus ZenBook Duo 14 2021 UX482EGR-KA711WS ,89990,63.0,Intel,i7,11.0,4,16.0,16 ,LPDDR4X,SSD,1024.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
670,lenovo,Lenovo IdeaPad 5 15ITL05 82FG01B5IN ,58990,68.0,Intel,i5,11.0,4,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
671,hp,HP 15s-fq4022TU ,51890,,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
672,asus,Asus VivoBook Ultra K14 K413EA-EB311WS ,39490,,Intel,i3,11.0,4,8.0,8 ,DDR4,SSD,512.0,14.1, 1920 x 1080 ,Windows 11 ,1.0
673,hp,HP 15s-fr2508TU ,42250,,Intel,i3,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
674,hp,HP 14s- dq3032tu ,25400,,Intel,celeron,,2,8.0,8 ,DDR4,SSD,256.0,14.0, 1366 x 768 ,Windows 11 ,1.0
675,dell,Dell Inspiron 3511 ,57299,,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
676,msi,MSI Stealth GS66 12UGS-042IN Gaming ,275990,79.0,Intel,i7,12.0,14,32.0,32 ,DDR5,SSD,1024.0,15.6, 2560 x 1440 ,Windows 11 ,2.0
677,msi,MSI Delta 15 A5EFK-083IN Gaming ,129990,75.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
678,asus,Asus VivoBook Flip TP470EA-EC511WS ,63600,,Intel,i5,11.0,4,8.0,8 ,LPDDR4X,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
679,hp,HP 245 G8 62G69PA ,27949,,AMD,ryzen,3.0,2,8.0,8 ,DDR4,SSD,512.0,14.0, 1366 x 768 ,Windows 11 ,1.0
680,hp,HP Pavilion 15-eg0547TU ,59999,63.0,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
681,dell,Dell Inspiron 3511 ,58490,,Intel,i5,11.0,4,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
682,realme,Realme Book Enhanced Air ,54990,,Intel,i5,11.0,4,16.0,16 ,RAM,SSD,512.0,,,Windows 11 ,
683,lenovo,Lenovo IdeaPad 3 82H801LGIN,37490,,Intel,i3,11.0,,8.0,8 ,DDR4,SSD,256.0,,,Windows 11 ,2.0
684,lenovo,Lenovo Ideapad Slim 3i 82H802FAIN ,36990,,Intel,i3,11.0,4,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows ,1.0
685,hp,HP x2 11-da0017QU Chromebook,39999,,Qualcomm,qualcomm,,8,8.0,8 ,LPDDR4x,Hard Disk,,,,Chrome ,
686,hp,HP 15s-du3517TU ,60000,60.0,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
687,lenovo,Lenovo Slim 3 82H801LJIN Notebook,40490,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
688,dell,Dell Vostro 3405 ,36400,,AMD,ryzen,3.0,2,8.0,8 ,DDR4,Hard Disk,1024.0,14.0, 1920 x 1080 ,Windows 11 ,
689,asus,Asus VivoBook 15 X515MA-BR001W ,25780,,Intel,celeron,,2,4.0,4 ,RAM,Hard Disk,1024.0,15.6, 1366 x 768 ,Windows 11 ,1.0
690,dell,Dell Latitude 7410 ,77499,60.0,Intel,i5,10.0,4,8.0,8 ,DDR4,SSD,256.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
691,dell,Dell Inspiron 3511 ,41490,,Intel,i3,11.0,2,8.0,8 ,DDR4,Hard Disk,1024.0,,,Windows ,
692,hp,HP Pavilion 15-eg1001TU ,60990,,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
693,hp,HP Pavilion 15-EC2145AX Gaming ,70527,63.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
694,lenovo,Lenovo IdeaPad 3 15IML05 81WB0190IN ,53100,63.0,Intel,i5,10.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
695,asus,Asus Vivobook Pro 15 OLED M3500QC-L1262TS ,86490,66.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
696,lenovo,Lenovo Ideapad Gaming 3 82K200X2IN ,72990,65.0,AMD,ryzen,5.0,8,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
697,asus,Asus CX1101CMA-GJ0007 Chromebook,18990,,Intel,celeron,,2,4.0,4 ,LPDDR4,Hard Disk,64.0,11.6, 1366 x 768 ,Chrome ,1.0
698,asus,Asus Vivobook Pro 15 OLED K3500PC-L1037TS ,113935,65.0,Intel,i7,11.0,4,16.0,16 ,DDR4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
699,lenovo,Lenovo IdeaPad 3 14ACL6 82KT00GLIN ,50990,65.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 11 ,1.0
700,dell,Dell Inspiron 3515 ,52990,61.0,AMD,ryzen,3.0,4,8.0,8 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,
701,asus,Asus VivoBook 15 2021 X515JA-EJ362WS ,32990,,Intel,i3,10.0,2,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows ,1.0
702,lenovo,Lenovo V15 ‎82C70005UK ,38490,60.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
703,asus,Asus VivoBook 15 2021 X515JA-EJ562WS ,49990,,Intel,i5,10.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
704,microsoft,Microsoft Surface Go 3 8VA-00013 ,53600,,Intel,pentium,,2,8.0,8 ,LPDDR3,SSD,128.0,10.5, 1920 x 1280 ,Windows 11 ,1.0
705,hp,HP 15s-du3563TU ,40890,,Intel,i3,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1366 x 768 ,Windows 11 ,1.0
706,lenovo,Lenovo Legion 5 15ACH6 82JW00KEIN Gaming ,78500,68.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 11 ,1.0
707,apple,Apple MacBook Pro 14 inch MKGQ3HN ,213894,,Apple,m1,,10,16.0,16 ,Unified,SSD,1024.0,14.2, 3024 x 1964 ,Mac ,1.0
708,lenovo,Lenovo V15 82KBA002IH ,31500,,Intel,i3,11.0,2,4.0,4 ,DDR4,SSD,256.0,15.0, 1920 x 1080 ,D,1.0
709,lenovo,Lenovo V15 82C30052IH ,21999,,Intel,celeron,,2,4.0,4 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,D,1.0
710,lenovo,Lenovo ThinkPad X1 Carbon 20XWS03T00 ,213900,61.0,Intel,i7,11.0,4,16.0,16 ,RAM,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
711,dell,Dell Latitude 3420 ,88000,,Intel,i7,11.0,4,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
712,dell,Dell Inspiron 3511 ,55990,,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
713,lenovo,Lenovo V15 82C700KAIH ,39527,,AMD,ryzen,3.0,4,8.0,8 ,DDR4,Hard Disk,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
714,avita,Avita Pura NS14A6ING541 ,23990,,AMD,apu,,2,8.0,8 ,DDR4,SSD,256.0,14.0, 1366 x 768 ,Windows 10 ,0.5
715,avita,Avita Pura NS14A6ING431 ,17990,,AMD,apu,,2,4.0,4 ,DDR4,SSD,128.0,14.0, 1366 x 768 ,Windows 10 ,2.0
716,lenovo,Lenovo Legion 5 Pro 16ITH6H 82JD005KIN Gaming ,128900,63.0,Intel,i7,11.0,8,16.0,16 ,DDR4,SSD,1024.0,16.0, 2560 x 1440 ,Windows 11 ,1.0
717,nokia,Nokia PureBook S14 NKi511TL85S ,47990,,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,14.1, 1920 x 1080 ,Windows ,1.0
718,dell,Dell Inspiron 3515 ,43699,,AMD,ryzen,3.0,4,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
719,dell,Dell G15-5511 Gaming ,92000,73.0,Intel,i7,11.0,8,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
720,asus,Asus M515DA-BQ322TS ,37500,,AMD,ryzen,3.0,2,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
721,dell,Dell Inspiron 3511 ,41350,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
722,dell,Dell Inspiron 3511 ,48494,,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,256.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
723,msi,MSI GF63 Thin 10UC-607IN Gaming ,59990,62.0,Intel,i5,10.0,,8.0,8 ,DDR4,SSD,512.0,,,Windows 10 ,2.0
724,lenovo,Lenovo IdeaPad 3 CB 11IGL05 82BA001PHA ,16890,,Intel,celeron,,2,4.0,4 ,LPDDR4,Hard Disk,,,,Chrome ,1.0
725,lenovo,Lenovo ThinkPad T14 2021 20W0S03D00 ,148000,60.0,Intel,i7,11.0,4,16.0,16 ,RAM,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
726,lenovo,Lenovo IdeaPad Gaming 3 15IHU6 82K1004DIN ,78990,66.0,Intel,i5,11.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
727,hp,HP 240 G8 4J0K2PA ,33990,,Intel,i3,11.0,2,8.0,8 ,RAM,Hard Disk,1024.0,14.0, 1366 x 768 ,Windows 10 ,1.0
728,lenovo,Lenovo IdeaPad Gaming 3 81Y401APIN Gaming ,61990,67.0,Intel,i5,10.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
729,hp,HP Pavilion 15-ec1023AX Gaming ,62990,73.0,AMD,ryzen,4.0,6,8.0,8 ,DDR4,Hard Disk,1024.0,15.6, 1920 x 1080 ,Windows 10 ,
730,hp,HP Pavilion 15-eh1103AU ,66400,63.0,AMD,ryzen,5.0,6,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
731,hp,HP Omen 15-ek1016TX Gaming ,154990,79.0,Intel,i7,10.0,8,16.0,16 ,DDR4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
732,dell,Dell Vostro 3400 ,40289,,Intel,i3,11.0,2,8.0,8 ,DDR4,SSD,256.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
733,dell,Dell Vostro 3400 ,58000,68.0,Intel,i5,11.0,4,8.0,8 ,DDR4,Hard Disk,1024.0,14.0, 1920 x 1080 ,Windows 10 ,
734,asus,Asus ROG Strix G15 2021 G513IH-HN086T Gaming ,75490,69.0,AMD,ryzen,4.0,8,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
735,lenovo,Lenovo Tab Yoga Duet 7,81855,,Intel,i5,11.0,4,8.0,8 ,RAM,SSD,512.0,13.0, 1920 x 1080 ,Windows 10 ,1.0
736,dell,Dell Vostro 5415 ,54990,67.0,AMD,ryzen,5.0,6,8.0,8 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
737,dell,Dell Inspiron 5418 ,69890,68.0,Intel,i5,11.0,4,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
738,dell,Dell Inspiron 5518 ,69990,73.0,Intel,i5,11.0,4,16.0,16 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
739,asus,Asus TUF Dash F15 FX516PE-HN086TS Gaming ,84990,73.0,Intel,i5,11.0,4,16.0,16 ,DDR4,SSD,1024.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
740,hp,HP 15-ec1025AX Gaming ,56700,71.0,AMD,ryzen,4.0,6,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
741,dell,Dell Inspiron 5410 ,96890,73.0,Intel,i7,11.0,4,16.0,16 ,DDR4,SSD,512.0,14.0, 1920 x 1080 ,Windows 10 ,1.0
742,hp,HP 250 G8 42V68PA ,36599,,Intel,i3,11.0,2,8.0,8 ,RAM,SSD,512.0,15.6, 1366 x 768 ,Windows 10 ,1.0
743,lenovo,Lenovo IdeaPad Gaming 3 81Y4017UIN Gaming ,62990,67.0,Intel,i5,10.0,4,8.0,8 ,DDR4,SSD,512.0,15.6, 1920 x 1080 ,Windows 10 ,1.0
